カテゴリーID,動画ID,製品タイトル,カテゴリー,コンテンツタイトル,コンテンツ概要
EKG-SET01-03,EKG0320S,小学校　１～６年　国語　書写シリーズ　全５タイトル,四年の書写　字形を整えて書こう,筆順と字形,「左」・「右」・「有」・「友」・「成」・「原」を例に、筆順と字形の関係について解説します。(2分22秒)
EKG-SET01-03,EKG0330S,小学校　１～６年　国語　書写シリーズ　全５タイトル,四年の書写　字形を整えて書こう,文字の中心,「中」・「王」・「美」などの文字の中心となる点画、「火山」の書き方などについて解説します。(1分38秒)
EKG-SET01-03,EKG0340S,小学校　１～６年　国語　書写シリーズ　全５タイトル,四年の書写　字形を整えて書こう,画の長さと方向,画の長さと方向について解説します。(2分30秒)
EKG-SET01-03,EKG0350S,小学校　１～６年　国語　書写シリーズ　全５タイトル,四年の書写　字形を整えて書こう,文字の大きさ・字配り,漢字とひらがなの二文字「歌う」、漢字と漢字の二文字「白馬」・「白犬」、漢字とひらがなの四文字「美しい湖」を例に、半紙の中に文字を見やすくおさめるためのポイントについて解説します。(6分38秒)
EKG-SET01-04,EKG0360S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,五・六年の書写　文字の組み立て方(長編）,文字の組み立て方の要点について、へんとつくり・かんむり・たれなどの項目別に具体的な文字を例示しながら解説します。(19分55秒)
EKG-SET01-04,EKG0370S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,左右の部分（へんとつくり）,「銀」の組み立て方、「金へん」と「金」の比較などを例に、へんとつくりの組み立て方について解説します。(4分44秒)
EKG-SET01-04,EKG0380S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,上下の部分（かんむり）,「点」の良い例と悪い例の比較、「竹かんむり」と「竹」の比較などを例に、かんむりの組み立て方について解説します。(3分7秒)
EKG-SET01-04,EKG0390S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,たれ,たれの種類や「広」・「原」などのたれのある文字の組み立て方について解説します。(2分57秒)
EKG-SET01-04,EKG0400S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,かまえ,かまえの種類や「間」・「国」・「同」・「画」・「区」などのかまえのある文字の組み立て方について解説します。(3分8秒)
EKG-SET01-04,EKG0410S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,にょう,にょうの種類や「道」・「建」・「起」などのにょうのある文字の組み立て方について解説します。(3分17秒)
EKG-SET01-04,EKG0420S,小学校　１～６年　国語　書写シリーズ　全５タイトル,五・六年の書写　文字の組み立て方,三つの部分,「謝」・「街」・「湖」を例に、三つの部分からなる文字の組み立て方について解説します。(2分14秒)
EKG-SET01-05,EKG0430S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,小学校の書写　毛筆書写をはじめよう(長編）,毛筆の持ち方・姿勢・用具の扱い方を解説します。また、筆屋を訪ねて、筆作りの工程を紹介します。(18分13秒)
EKG-SET01-05,EKG0440S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,用具の名前とあつかい方,毛筆書写で使う用具の名前と扱い方を解説します。(5分)
EKG-SET01-05,EKG0450S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,用具のおき方,毛筆書写で使う用具の置き方について、右利き・左利きの場合をそれぞれ解説します。(1分12秒)
EKG-SET01-05,EKG0460S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,用具の後しまつ,毛筆書写で使う用具の後始末の方法について解説します。(2分4秒)
EKG-SET01-05,EKG0470S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,しせい,文字を書くときの姿勢や反対側の手の置き方(右利き・左利き)について解説します。(1分50秒)
EKG-SET01-05,EKG0480S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,筆の持ち方,大筆(一本がけ・二本がけ)、小筆の持ち方について解説します。(1分20秒)
EKG-SET01-05,EKG0490S,小学校　１～６年　国語　書写シリーズ　全５タイトル,小学校の書写　毛筆書写をはじめよう,筆のできるまで（熊野筆）,筆作りが盛んな広島県熊野町の筆屋を訪ね、筆ができるまでの様子を紹介します。(6分19秒)
EKR-SET01-01,EKR0010S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,韓国の食文化　キムチの国をたずねて(長編）,ソウルに住むキムさんの家を訪ねて、その一日の食事の様子をとらえながら、韓国の食文化について解説します。また、サンゲタン・プルコギ・チヂミといった韓国の代表的な料理の作り方を紹介します。（14分20秒）
EKR-SET01-01,EKR0020S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,韓国をたずねて,韓国の首都・ソウルの町並みや、大勢の人々でにぎわう市場の様子を紹介します。（2分44秒）
EKR-SET01-01,EKR0030S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,料理と食事のマナー,町の料理店で多く見られるチヂミや肉料理を紹介します。また、古くから伝わる韓定食を取り上げ、食事のマナーについて解説しています。（1分42秒）
EKR-SET01-01,EKR0040S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,朝食,ソウルに暮らすキムさんの家を訪ね、朝食の様子を紹介します。（1分19秒）
EKR-SET01-01,EKR0050S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,学校給食,小学校を訪ね、給食のメニューや食事の様子を紹介します。（1分8秒）
EKR-SET01-01,EKR0060S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,キムチの作り方,韓国の食卓に欠かすことができないキムチ作りの様子を紹介します。（2分41秒）
EKR-SET01-01,EKR0070S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,韓国の食文化　キムチの国をたずねて,夕食（サンゲタン・プルコギ・チヂミの作り方）,韓国の代表的な料理であるサンゲタン・プルコギ・チヂミの作り方と夕食の様子を紹介します。（4分18秒）
EKR-SET01-02,EKR0200S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,インドの食文化　カレーの国をたずねて,インドの食文化　カレーの国をたずねて(長編）,インドのデリーを訪ねて、通りを歩く牛の様子などをとらえながら、ヒンドゥー教と食習慣の関係について解説します。また、カレー・チャパティといったインドの代表的な料理の作り方を紹介します。（12分32秒）
EKR-SET01-02,EKR0210S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,インドの食文化　カレーの国をたずねて,インドをたずねて,町の通りを牛が堂々と歩いている様子や､屋台､市場などを紹介します｡(3分21秒)
EKR-SET01-02,EKR0220S,小学校　３～６年　総合　世界の食文化シリーズ　全３タイトル,インドの食文化　カレーの国をたずねて,チャイの作り方,インドの町や家庭で広く飲まれているチャイの作り方を紹介します｡(2分14秒)
